종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"081000","일진다이아","7689460","7969974","280514","189941965900","197756628200","7814662300"
"014580","태경비케이","199499620","200665656","1166036","1148834283370","1156643822790","7809539420"
"006880","신송홀딩스","336647084","336963594","316510","3936552707620","3944114096780","7561389160"
"058430","포스코스틸리온","13198944","13379539","180595","578976644200","586474573300","7497929100"
"012320","경동인베스트","17540363","17702192","161829","1613889240800","1621208821750","7319580950"
"005440","현대그린푸드","29901252","30747195","845943","244400282990","251683547190","7283264200"
"001780","알루코","825312803","826375477","1062674","3241608505690","3248745878055","7137372365"
"006890","태경케미컬","59205165","59578199","373034","932788275700","939839043840","7050768140"
"004090","한국석유","349732129","349805338","73209","6364708950320","6371661836470","6952886150"
"015360","예스코홀딩스","356203","555325","199122","12480132100","19290913350","6810781250"
"214420","토니모리","76881264","78243596","1362332","402786727015","409510794755","6724067740"
"357430","마스턴프리미어리츠","8053981","9614311","1560330","44505384540","51184881350","6679496810"
"002270","롯데푸드","86719","107041","20322","28402469000","35072862000","6670393000"
"025540","한국단자","2842115","2976293","134178","176485404000","183131512150","6646108150"
"090350","노루페인트","59315122","59740579","425457","661427933740","668037301350","6609367610"
"090080","평화산업","249049882","252212775","3162893","427981730985","434591003850","6609272865"
"108320","LX세미콘","3139488","3270233","130745","272042606100","278623504500","6580898400"
"020120","키다리스튜디오","148678597","149103477","424880","1603146228930","1609712805570","6566576640"
"003570","SNT중공업","33787170","34536245","749075","318814949540","325083832650","6268883110"
"000140","하이트진로홀딩스","4362144","4884317","522173","52627628000","58728604280","6100976280"
"079980","휴비스","13493407","14299661","806254","97246223065","103253291725","6007068660"
"012030","DB","104228929","108703341","4474412","95044615010","101041692434","5997077424"
"091810","티웨이항공","128892181","132512006","3619825","346509420420","352310533975","5801113555"
"002380","KCC","6409012","6446175","37163","2093165528000","2098804970000","5639442000"
"003010","혜인","292591074","292977532","386458","2554930223100","2560527755720","5597532620"
"005110","한창","1092952592","1096789355","3836763","1268406148764","1273946382599","5540233835"
"000725","현대건설우","1338542","1415925","77383","96598851500","102108558500","5509707000"
"003280","흥아해운","328522257","331464963","2942706","896006480765","901469551975","5463071210"
"004450","삼화왕관","6518593","6574213","55620","312739686200","318119846500","5380160300"
"011690","와이투솔루션","248343863","254340573","5996710","196415939843","201780194504","5364254661"
"069460","대호에이엘","244183722","245518783","1335061","542300831945","547632563775","5331731830"
"009470","삼화전기","6901003","7100684","199681","184350770500","189613494000","5262723500"
"003780","진양산업","51993910","52439120","445210","496078494890","501279301510","5200806620"
"009970","영원무역홀딩스","2263933","2407152","143219","119985096650","125184261650","5199165000"
"168490","한국패러랠","6152944","8556023","2403079","13309700650","18506381825","5196681175"
"003850","보령","52032156","52248709","216553","581798404860","586980175720","5181770860"
"001500","현대차증권","8652210","9165647","513437","90790076300","95935632560","5145556260"
"183190","아세아시멘트","16717528","17482040","764512","371099119700","376199289270","5100169570"
"009810","플레이그램","187260360","190319093","3058733","324087280632","329141211386","5053930754"
"006390","한일현대시멘트","3235535","3440602","205067","90221065600","95238596450","5017530850"
"016090","대현","180633525","182472170","1838645","466191167560","471208399780","5017232220"
"013360","일성건설","519132403","519492867","360464","2259275587065","2264283065960","5007478895"
"001080","만호제강","2858456","3033562","175106","88739846750","93671002200","4931155450"
"069640","한세엠케이","18961815","19975154","1013339","90234696120","95133738560","4899042440"
"128820","대성산업","273488314","273906388","418074","1568339462890","1573219710895","4880248005"
"009155","삼성전기우","1192886","1257592","64706","98394497500","103259003400","4864505900"
"293480","하나제약","9569342","9858197","288855","170011294350","174790540750","4779246400"
"005850","에스엘","28454071","29217744","763673","867394639200","872154054650","4759415450"
"339770","교촌에프앤비","14682454","15041854","359400","201755130640","206509000690","4753870050"
"000540","흥국화재","12495178","14083745","1588567","44957106195","49702790945","4745684750"
"023800","인지컨트롤스","20250888","20591557","340669","203037909470","207677145190","4639235720"
"007120","미래아이앤지","556582608","568767508","12184900","208700996777","213237477894","4536481117"
"010640","진양폴리","25935976","26508890","572914","178898890130","183396700910","4497810780"
"021820","세원정공","2259936","2903121","643185","15931652630","20395547230","4463894600"
"092780","동양피스톤","39909703","40522820","613117","244220478050","248681191960","4460713910"
"023810","인팩","14876565","15314508","437943","138089098940","142549368010","4460269070"
"013000","세우글로벌","294344611","296207121","1862510","626542423845","630991354195","4448930350"
"004890","동일산업","862015","892339","30324","145875468000","150308362500","4432894500"
"009190","대양금속","145435580","145914416","478836","629040201235","633370540620","4330339385"
"095720","웅진씽크빅","69715670","71030058","1314388","207350241545","211561730045","4211488500"
"005010","휴스틸","152161876","152660977","499101","1326120669055","1330324312415","4203643360"
"069730","DSR제강","64387288","65074483","687195","384797697615","388977096720","4179399105"
"036580","팜스코","125262265","125677816","415551","875771797475","879935606480","4163809005"
"006200","한국전자홀딩스","71384904","73719506","2334602","126765834211","130921972446","4156138235"
"014160","대영포장","322199263","323232433","1033170","712982274165","717105892585","4123618420"
"002390","한독","3563661","3764370","200709","67999381200","72075785500","4076404300"
"000520","삼일제약","65371099","65807161","436062","562239787250","566305627090","4065839840"
"044820","코스맥스비티아이","3257414","3677741","420327","32941032470","36992966450","4051933980"
"134790","시디즈","7145621","7212337","66716","415203773700","419225619950","4021846250"
"071090","하이스틸","554647925","555058973","411048","2902080736945","2906098164420","4017427475"
"009310","참엔지니어링","133228794","136390022","3161228","167953164336","171959151629","4005987293"
"002960","한국쉘석유","245542","261662","16120","61229877000","65182087000","3952210000"
"001770","SHD","3896756","3994163","97407","139603982650","143456620050","3852637400"
"298690","에어부산","154150692","155721266","1570574","357539497250","361392092200","3852594950"
"014280","금강공업","72199381","72650965","451584","559105016205","562886299725","3781283520"
"001510","SK증권","343990945","348386651","4395706","277350744064","281129577544","3778833480"
"001630","종근당홀딩스","1251161","1296833","45672","83239175700","87005138500","3765962800"
"272550","삼양패키징","1982151","2187633","205482","41920955050","45649232800","3728277750"
"025860","남해화학","228193141","229305058","1111917","2784138106710","2787858274080","3720167370"
"000070","삼양홀딩스","1618160","1663818","45658","124463666900","128176985300","3713318400"
"107590","미원홀딩스","183912","210793","26881","24225358500","27926721000","3701362500"
"002410","범양건영","414087283","414090333","3050","2255428778485","2259066742700","3637964215"
"105840","우진","433821716","433808124","-13592","5056143639590","5059757279300","3613639710"
"009290","광동제약","29118164","29582563","464399","197808517560","201416013030","3607495470"
"003470","유안타증권","37675848","38720261","1044413","112849674855","116434415575","3584740720"
"002140","고려산업","954459721","954520494","60773","6396292838050","6399855899225","3563061175"
"008930","한미사이언스","12460980","12412716","-48264","516387869550","519937994600","3550125050"
"267290","경동도시가스","37070009","37140090","70081","1001699354850","1005236610700","3537255850"
"118000","초록뱀헬스케어","100139439","103465651","3326212","95624382190","99159429204","3535047014"
"026890","스틱인베스트먼트","75930212","76252256","322044","676512189220","680010180620","3497991400"
"089470","HDC현대EP","10044564","10781467","736903","46010647150","49488101655","3477454505"
"036530","SNT홀딩스","3330700","3545092","214392","55642382900","59103123950","3460741050"
"033530","세종공업","41267109","41730325","463216","274298987395","277753937085","3454949690"
"003160","디아이","36279001","36582312","303311","270438754430","273852981905","3414227475"
"020760","일진디스플","120733634","122349633","1615999","242103280050","245506840645","3403560595"
"001380","SG글로벌","180746494","182322200","1575706","310957259796","314347933328","3390673532"
"010820","퍼스텍","1512421593","1511867121","-554472","6476902846435","6480276381585","3373535150"
"085620","미래에셋생명","6340156","7746967","1406811","21984202005","25339823075","3355621070"
"015860","일진홀딩스","346335396","346488565","153169","2236964065455","2240293231765","3329166310"
"017800","현대엘리베이","13902055","13980122","78067","443288909750","446600637850","3311728100"
"025620","제이준코스메틱","409115940","410707486","1591546","429998444687","433299160243","3300715556"
"003200","일신방직","1099038","1131695","32657","119671701100","122962260100","3290559000"
"002700","신일전자","291553302","292696354","1143052","627652606865","630883589565","3230982700"
"004410","서울식품","1832840627","1841419031","8578404","620639987467","623864144866","3224157399"
"119650","KC코트렐","40562283","41539324","977041","134680825795","137881263370","3200437575"
"013520","화승코퍼레이션","112583682","113974954","1391272","223543290235","226715255225","3171964990"
"012750","에스원","2092177","2152054","59877","136907114400","140068662900","3161548500"
"005030","부산주공","1501455930","1503964356","2508426","1410577599952","1413725843533","3148243581"
"33637L","솔루스첨단소재2우B","2037510","2230859","193349","36186452710","39333487270","3147034560"
"035000","지투알","4745383","5232588","487205","31160001010","34283185920","3123184910"
"003547","대신증권2우B","2935589","3166443","230854","40761381250","43881607850","3120226600"
"009440","KC그린홀딩스","41117242","41891233","773991","166516217760","169633333505","3117115745"
"396690","미래에셋글로벌리츠","8585453","9520646","935193","46094950600","49201168195","3106217595"
"016450","한세예스24홀딩스","9805801","10305240","499439","62779584755","65868760255","3089175500"
"019680","대교","9459110","10387504","928394","30304686385","33342818095","3038131710"
"006380","카프로","51809133","52988865","1179732","207452640795","210473932995","3021292200"
"001560","제일연마","14424232","14558099","133867","151188391660","154173513790","2985122130"
"011500","한농화성","51776369","51881042","104673","811954084270","814906058290","2951974020"
"001045","CJ우","331725","391246","59521","16509410700","19426139100","2916728400"
"400760","NH올원리츠","12340697","14150163","1809466","56970529990","59871983030","2901453040"
"012160","영흥","54590287","57666339","3076052","50961664021","53847363141","2885699120"
"120030","조선선재","9187200","9193299","6099","1315718567200","1318578904200","2860337000"
"120115","코오롱인더우","1176233","1274925","98692","33910505450","36761148900","2850643450"
"000390","삼화페인트","15310301","15702488","392187","138449489640","141288847810","2839358170"
"094280","효성ITX","1914640","2074596","159956","31204796050","34038153800","2833357750"
"072710","농심홀딩스","478006","519031","41025","33565495200","36390642100","2825146900"
"000970","한국주철관","22568652","22998503","429851","211061755120","213874746480","2812991360"
"023150","MH에탄올","30526538","30732555","206017","332121419730","334877911230","2756491500"
"034310","NICE","6279304","6521132","241828","91410038950","94159080050","2749041100"
"011810","STX","288126552","288577840","451288","1573679891155","1576423950920","2744059765"
"271980","제일약품","16364473","16446885","82412","398901288850","401614320000","2713031150"
"019440","세아특수강","45144812","45259710","114898","937942399800","940634737700","2692337900"
"003080","성보화학","47690990","48290716","599726","195019363640","197697687925","2678324285"
"082640","동양생명","15285130","15969011","683881","90648102810","93326004295","2677901485"
"017900","광전자","24328979","25342987","1014008","65700598465","68342309535","2641711070"
"00104K","CJ4우(전환)","739748","783839","44091","52345715700","54951062200","2605346500"
"001360","삼성제약","66499980","67018122","518142","257426995800","260001099690","2574103890"
"026940","부국철강","185081166","185336771","255605","926970438115","929543520665","2573082550"
"015020","이스타코","372119211","372383428","264217","706206260235","708734007723","2527747488"
"027740","마니커","414010308","415066826","1056518","811788599735","814315995475","2527395740"
"014790","HL D&I","41486801","42187591","700790","204850475905","207357153665","2506677760"
"002360","SH에너지화학","1966476319","1966486403","10084","2419616301218","2422054413837","2438112619"
"005870","휴니드","88289591","88503069","213478","763170344250","765584714770","2414370520"
"001750","한양증권","3249697","3468344","218647","38255722610","40611134480","2355411870"
"102280","쌍방울","5882942615","5881074813","-1867802","5261632432684","5263970528271","2338095587"
"037710","광주신세계","628065","681438","53373","31007655750","33323223050","2315567300"
"004720","팜젠사이언스","51559549","51710477","150928","417142310530","419431785150","2289474620"
"100840","SNT에너지","33684283","33762823","78540","732015787000","734294732250","2278945250"
"006490","인스코비","125852712","126479751","627039","289680120670","291850145970","2170025300"
"008110","대동전자","115288067","115393542","105475","1478448225860","1480579091440","2130865580"
"004100","태양금속","117258540","118502626","1244086","172966002295","175093101440","2127099145"
"027410","BGF","64508313","65108264","599951","275102744560","277221414525","2118669965"
"234080","JW생명과학","4544521","4697749","153228","61787097900","63871700300","2084602400"
"009320","대우부품","68365598","69331997","966399","143318846910","145392808630","2073961720"
"005750","대림B&Co","17281715","17602229","320514","111972640085","114028806490","2056166405"
"004150","한솔홀딩스","17976648","18580425","603777","60480269015","62467491390","1987222375"
"097955","CJ제일제당 우","390786","404180","13394","67171194500","69155979000","1984784500"
"025890","한국주강","33885712","34415402","529690","123318332365","125293204510","1974872145"
