종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"017370","우신시스템","16016873","16135304","118431","113695574465","114578956160","883381695"
"120030","조선선재","976351","973862","-2489","113760247400","114637867700","877620300"
"108675","LX하우시스우","358538","408239","49701","6554062240","7431638680","877576440"
"003160","디아이","152407504","153534301","1126797","2945342418710","2946196159025","853740315"
"33626K","두산퓨얼셀1우","12600269","12816382","216113","85770371796","86615946282","845574486"
"145210","다이나믹디자인","68276037","68883254","607217","65886837042","66710201414","823364372"
"033920","무학","9907495","10006376","98881","76785193565","77578156325","792962760"
"069640","한세엠케이","59056452","59727432","670980","75814351003","76605957882","791606879"
"002070","비비안","168267789","168604831","337042","174237520365","175020041741","782521376"
"004700","조광피혁","990589","987783","-2806","66497202600","67272615450","775412850"
"074610","이엔플러스","42029042","42574534","545492","33237458364","33987427950","749969586"
"002140","고려산업","45756054","45961987","205933","133537926199","134250131390","712205191"
"37550L","DL이앤씨2우(전환)","639264","660974","21710","18610788775","19310111650","699322875"
"015890","태경산업","17087104","17216524","129420","94430833114","95106413749","675580635"
"011420","갤럭시아에스엠","235234973","235718623","483650","594044830992","594709529874","664698882"
"004540","깨끗한나라","43608634","43807496","198862","106320993445","106977606639","656613194"
"010400","우진아이엔에스","4414029","4673256","259227","14605475947","15258819005","653343058"
"001790","대한제당","443934100","442135680","-1798420","1636707445447","1637352090942","644645495"
"338100","NH프라임리츠","7013074","7169869","156795","32359992445","32991839646","631847201"
"163560","동일고무벨트","12889668","12959999","70331","95340865935","95961330035","620464100"
"145270","케이탑리츠","15566713","16221774","655061","14856311519","15460489887","604178368"
"001770","SHD","437732","475289","37557","7475694225","8075180335","599486110"
"019685","대교우B","4171549","4641070","469521","5352080376","5944061746","591981370"
"039570","HDC랩스","3064139","3134391","70252","27274996365","27849805805","574809440"
"009810","플레이그램","136017230","137599418","1582188","48008121247","48556109398","547988151"
"033530","SJG세종","98183306","97976075","-207231","835068045678","835615353548","547307870"
"33637K","솔루스첨단소재1우","31207265","31517734","310469","66740025478","67281378352","541352874"
"008250","이건산업","29358778","29440033","81255","180025014106","180556939635","531925529"
"005610","SPC삼립","2968269","3011996","43727","171490679575","172019612600","528933025"
"009200","무림페이퍼","36748444","37014160","265716","79086443148","79612866679","526423531"
"003120","일성아이에스","2953516","2955032","1516","70185343790","70708071945","522728155"
"002360","SH에너지화학","124332013","125134712","802699","59824472098","60338494104","514022006"
"055490","테이팩스","2717271","2764757","47486","41117893890","41614896965","497003075"
"008600","윌비스","400588499","400099026","-489473","255399960988","255878214128","478253140"
"001430","세아베스틸지주","20880475","20311623","-568852","708204281380","708671593425","467312045"
"004910","조광페인트","7661145","7750313","89168","43457672223","43917838620","460166397"
"092220","KEC","126240173","127317566","1077393","101227908739","101664102090","436193351"
"023960","에쓰씨엔지니어링","37077436","37361506","284070","48143629851","48532165406","388535555"
"006880","신송홀딩스","54655622","54630793","-24829","419406411295","419791892470","385481175"
"004840","DRB동일","6512284","6600496","88212","31440596903","31818671856","378074953"
"006980","우성","438160","460572","22412","7234337220","7594337815","360000595"
"000680","LS네트웍스","279299583","279289047","-10536","1199645330685","1199998777442","353446757"
"008500","일정실업","15379070","15429392","50322","260919755560","261267696353","347940793"
"214390","경보제약","7103246","7137284","34038","42307067564","42642058418","334990854"
